FollowUpID,LeadID,FollowUpDate,CallDuration,ResponseTimeMins,SiteVisit
4277_0,4277,2024-01-05,9,41,No
4277_1,4277,2024-01-06,2,67,No
4277_2,4277,2024-01-07,8,91,No
4277_3,4277,2024-01-08,1,23,No
4278_0,4278,2024-06-21,10,66,No
4278_1,4278,2024-06-22,3,15,No
4278_2,4278,2024-06-23,7,101,No
4278_3,4278,2024-06-24,5,30,No
4279_0,4279,2024-10-13,13,18,No
4279_1,4279,2024-10-14,5,99,No
4279_2,4279,2024-10-15,4,81,Yes
4279_3,4279,2024-10-16,3,72,No
4280_0,4280,2024-05-10,7,58,No
4280_1,4280,2024-05-11,1,4,Yes
4280_2,4280,2024-05-12,5,73,Yes
4280_3,4280,2024-05-13,8,12,No
4280_4,4280,2024-05-14,3,49,No
4281_0,4281,2024-05-09,13,96,No
4281_1,4281,2024-05-10,12,101,No
4281_2,4281,2024-05-11,2,84,Yes
4281_3,4281,2024-05-12,12,91,No
4281_4,4281,2024-05-13,12,61,Yes
4282_0,4282,2024-05-12,4,114,No
4283_0,4283,2024-07-30,4,105,No
4283_1,4283,2024-07-31,3,83,No
4283_2,4283,2024-08-01,14,95,No
4283_3,4283,2024-08-02,15,96,Yes
4283_4,4283,2024-08-03,4,117,No
4284_0,4284,2024-01-24,10,4,No
4284_1,4284,2024-01-25,12,35,No
4284_2,4284,2024-01-26,1,92,No
4284_3,4284,2024-01-27,6,83,No
4284_4,4284,2024-01-28,3,114,No
4285_0,4285,2024-08-24,10,11,No
4286_0,4286,2024-05-24,9,94,Yes
4286_1,4286,2024-05-25,5,38,No
4286_2,4286,2024-05-26,4,40,No
4286_3,4286,2024-05-27,3,61,Yes
4287_0,4287,2024-03-27,9,7,No
4288_0,4288,2024-06-15,10,77,No
4288_1,4288,2024-06-16,9,100,No
4288_2,4288,2024-06-17,13,63,Yes
4288_3,4288,2024-06-18,3,77,Yes
4289_0,4289,2024-03-23,15,83,No
4289_1,4289,2024-03-24,10,21,Yes
4289_2,4289,2024-03-25,4,40,No
4289_3,4289,2024-03-26,5,25,Yes
4290_0,4290,2024-12-08,6,99,Yes
4290_1,4290,2024-12-09,8,113,No
4290_2,4290,2024-12-10,15,46,No
4290_3,4290,2024-12-11,10,57,No
4291_0,4291,2024-05-17,3,65,No
4291_1,4291,2024-05-18,3,35,Yes
4292_0,4292,2024-01-21,8,29,No
4292_1,4292,2024-01-22,9,49,Yes
4292_2,4292,2024-01-23,2,2,Yes
4292_3,4292,2024-01-24,6,37,No
4292_4,4292,2024-01-25,3,97,No
4293_0,4293,2024-12-06,6,85,No
4293_1,4293,2024-12-07,10,38,Yes
4293_2,4293,2024-12-08,1,3,No
4294_0,4294,2024-09-06,4,77,Yes
4294_1,4294,2024-09-07,9,3,No
4294_2,4294,2024-09-08,2,91,No
4294_3,4294,2024-09-09,7,7,No
4294_4,4294,2024-09-10,12,44,Yes
4295_0,4295,2024-07-14,2,102,No
4295_1,4295,2024-07-15,3,57,No
4296_0,4296,2024-10-06,3,21,Yes
4297_0,4297,2024-06-28,13,16,No
4297_1,4297,2024-06-29,9,57,Yes
4298_0,4298,2024-02-02,9,54,No
4298_1,4298,2024-02-03,13,45,Yes
4298_2,4298,2024-02-04,1,13,Yes
4299_0,4299,2024-02-22,5,70,No
4299_1,4299,2024-02-23,10,79,No
4299_2,4299,2024-02-24,15,80,Yes
4300_0,4300,2024-03-22,3,65,No
4300_1,4300,2024-03-23,13,88,Yes
4300_2,4300,2024-03-24,6,34,Yes
4300_3,4300,2024-03-25,2,51,No
4301_0,4301,2024-04-26,15,71,No
4302_0,4302,2024-11-04,7,107,Yes
4302_1,4302,2024-11-05,12,74,No
4302_2,4302,2024-11-06,8,37,No
4303_0,4303,2024-07-22,2,78,No
4304_0,4304,2024-08-04,14,66,No
4304_1,4304,2024-08-05,12,69,Yes
4304_2,4304,2024-08-06,4,40,No
4304_3,4304,2024-08-07,7,108,Yes
4305_0,4305,2024-02-22,2,1,Yes
4305_1,4305,2024-02-23,10,45,Yes
4305_2,4305,2024-02-24,6,20,Yes
4305_3,4305,2024-02-25,7,19,No
4306_0,4306,2024-08-16,4,73,Yes
4306_1,4306,2024-08-17,2,79,Yes
4306_2,4306,2024-08-18,8,66,No
4306_3,4306,2024-08-19,15,74,Yes
4307_0,4307,2024-09-08,9,74,No
4307_1,4307,2024-09-09,14,97,No
4307_2,4307,2024-09-10,6,20,No
4307_3,4307,2024-09-11,5,47,No
4307_4,4307,2024-09-12,6,34,Yes
4308_0,4308,2024-06-11,1,72,No
4308_1,4308,2024-06-12,2,55,No
4309_0,4309,2024-08-06,10,24,No
4309_1,4309,2024-08-07,13,46,No
4309_2,4309,2024-08-08,6,23,No
4310_0,4310,2024-05-17,8,105,No
4310_1,4310,2024-05-18,1,105,No
4311_0,4311,2024-09-15,5,13,No
4312_0,4312,2024-07-12,3,30,Yes
4312_1,4312,2024-07-13,8,90,No
4312_2,4312,2024-07-14,3,65,No
4312_3,4312,2024-07-15,10,39,No
4313_0,4313,2024-11-19,2,76,No
4313_1,4313,2024-11-20,5,114,No
4313_2,4313,2024-11-21,15,75,Yes
4314_0,4314,2024-03-12,5,70,No
4314_1,4314,2024-03-13,6,86,No
4314_2,4314,2024-03-14,8,82,No
4315_0,4315,2024-03-18,8,8,No
4316_0,4316,2024-04-02,10,27,Yes
4316_1,4316,2024-04-03,4,30,No
4316_2,4316,2024-04-04,5,46,No
4316_3,4316,2024-04-05,3,35,No
4317_0,4317,2024-07-02,7,62,No
4317_1,4317,2024-07-03,11,70,No
4317_2,4317,2024-07-04,8,33,No
4317_3,4317,2024-07-05,12,86,Yes
4318_0,4318,2024-10-07,11,119,Yes
4318_1,4318,2024-10-08,10,23,No
4318_2,4318,2024-10-09,4,108,Yes
4318_3,4318,2024-10-10,14,17,Yes
4319_0,4319,2024-06-16,3,107,No
4319_1,4319,2024-06-17,12,86,No
4320_0,4320,2024-10-11,8,105,No
4320_1,4320,2024-10-12,14,71,No
4320_2,4320,2024-10-13,13,56,No
4321_0,4321,2024-08-02,12,82,No
4321_1,4321,2024-08-03,3,39,No
4321_2,4321,2024-08-04,15,16,No
4322_0,4322,2024-05-16,15,5,No
4322_1,4322,2024-05-17,3,74,No
4323_0,4323,2024-07-31,1,119,No
4323_1,4323,2024-08-01,15,81,No
4323_2,4323,2024-08-02,7,118,No
4323_3,4323,2024-08-03,14,49,No
4324_0,4324,2024-05-12,5,108,No
4324_1,4324,2024-05-13,6,73,No
4324_2,4324,2024-05-14,8,68,No
4324_3,4324,2024-05-15,8,117,Yes
4325_0,4325,2024-02-14,13,83,Yes
4325_1,4325,2024-02-15,7,102,No
4326_0,4326,2024-09-15,1,97,No
4326_1,4326,2024-09-16,6,75,No
4326_2,4326,2024-09-17,15,56,Yes
4326_3,4326,2024-09-18,1,104,Yes
4326_4,4326,2024-09-19,14,49,Yes
4327_0,4327,2024-05-22,12,65,No
4327_1,4327,2024-05-23,6,34,Yes
4327_2,4327,2024-05-24,14,40,No
4328_0,4328,2024-09-13,12,112,No
4328_1,4328,2024-09-14,9,110,No
4328_2,4328,2024-09-15,8,69,No
4328_3,4328,2024-09-16,13,94,Yes
4328_4,4328,2024-09-17,11,31,No
4329_0,4329,2024-02-29,14,72,No
4329_1,4329,2024-03-01,7,67,No
4329_2,4329,2024-03-02,4,61,No
4329_3,4329,2024-03-03,15,103,No
4329_4,4329,2024-03-04,8,113,No
4330_0,4330,2024-09-13,14,115,No
4330_1,4330,2024-09-14,10,13,Yes
4331_0,4331,2024-05-18,12,57,Yes
4332_0,4332,2024-10-25,15,69,No
4332_1,4332,2024-10-26,9,102,Yes
4332_2,4332,2024-10-27,6,75,No
4333_0,4333,2024-01-06,15,74,Yes
4333_1,4333,2024-01-07,6,111,Yes
4334_0,4334,2024-12-06,5,90,No
4334_1,4334,2024-12-07,8,18,No
4334_2,4334,2024-12-08,13,93,No
4334_3,4334,2024-12-09,3,66,No
4335_0,4335,2024-02-25,5,109,No
4335_1,4335,2024-02-26,8,57,Yes
4336_0,4336,2024-06-22,13,19,No
4336_1,4336,2024-06-23,2,113,Yes
4337_0,4337,2024-04-13,3,22,Yes
4337_1,4337,2024-04-14,13,106,No
4337_2,4337,2024-04-15,14,45,Yes
4337_3,4337,2024-04-16,9,6,No
4337_4,4337,2024-04-17,7,27,No
4338_0,4338,2024-11-28,5,15,No
4338_1,4338,2024-11-29,6,29,No
4338_2,4338,2024-11-30,15,69,No
4339_0,4339,2024-02-14,10,104,No
4339_1,4339,2024-02-15,10,87,No
4339_2,4339,2024-02-16,7,32,No
4339_3,4339,2024-02-17,3,93,No
4340_0,4340,2024-10-17,14,49,No
4341_0,4341,2024-04-30,5,62,No
4341_1,4341,2024-05-01,15,80,No
4341_2,4341,2024-05-02,13,63,No
4341_3,4341,2024-05-03,11,96,No
4341_4,4341,2024-05-04,6,52,No
4342_0,4342,2024-06-11,12,27,No
4342_1,4342,2024-06-12,13,25,Yes
4342_2,4342,2024-06-13,4,55,No
4342_3,4342,2024-06-14,11,103,No
4342_4,4342,2024-06-15,15,67,No
4343_0,4343,2024-04-30,2,79,No
4343_1,4343,2024-05-01,11,94,Yes
4343_2,4343,2024-05-02,13,104,Yes
4343_3,4343,2024-05-03,7,34,No
4344_0,4344,2024-03-05,7,84,No
4344_1,4344,2024-03-06,3,24,Yes
4344_2,4344,2024-03-07,11,15,No
4345_0,4345,2024-04-28,14,96,Yes
4346_0,4346,2024-10-12,7,66,No
4346_1,4346,2024-10-13,4,36,No
4346_2,4346,2024-10-14,14,27,No
4346_3,4346,2024-10-15,8,34,No
4346_4,4346,2024-10-16,7,17,No
4347_0,4347,2024-04-10,15,66,Yes
4348_0,4348,2024-06-28,4,107,Yes
4348_1,4348,2024-06-29,8,118,Yes
4348_2,4348,2024-06-30,7,97,Yes
4349_0,4349,2024-08-04,5,90,Yes
4349_1,4349,2024-08-05,11,30,No
4350_0,4350,2024-01-10,3,66,Yes
4350_1,4350,2024-01-11,4,96,No
4350_2,4350,2024-01-12,12,10,No
4350_3,4350,2024-01-13,14,91,No
4350_4,4350,2024-01-14,5,87,No
4351_0,4351,2024-03-14,5,86,Yes
4351_1,4351,2024-03-15,11,51,No
4352_0,4352,2024-04-11,12,95,No
4353_0,4353,2024-09-02,15,65,No
4353_1,4353,2024-09-03,11,95,Yes
4354_0,4354,2024-06-02,11,118,Yes
4354_1,4354,2024-06-03,6,55,Yes
4354_2,4354,2024-06-04,5,107,Yes
4354_3,4354,2024-06-05,14,6,No
4354_4,4354,2024-06-06,10,60,Yes
4355_0,4355,2024-07-03,14,73,Yes
4355_1,4355,2024-07-04,7,48,No
4355_2,4355,2024-07-05,14,118,No
4356_0,4356,2024-09-30,15,117,Yes
4356_1,4356,2024-10-01,14,59,Yes
4356_2,4356,2024-10-02,8,69,No
4356_3,4356,2024-10-03,9,11,No
4356_4,4356,2024-10-04,8,74,Yes
4357_0,4357,2024-10-19,10,111,No
4357_1,4357,2024-10-20,6,35,Yes
4357_2,4357,2024-10-21,9,86,No
4357_3,4357,2024-10-22,13,119,Yes
4357_4,4357,2024-10-23,12,40,No
4358_0,4358,2024-08-28,14,92,Yes
4359_0,4359,2024-05-09,14,37,No
4359_1,4359,2024-05-10,5,24,No
4359_2,4359,2024-05-11,1,115,Yes
4359_3,4359,2024-05-12,9,71,No
4360_0,4360,2024-09-19,9,83,No
4360_1,4360,2024-09-20,9,73,No
4360_2,4360,2024-09-21,14,111,No
4360_3,4360,2024-09-22,10,1,No
4360_4,4360,2024-09-23,15,86,No
4361_0,4361,2024-07-17,14,66,No
4361_1,4361,2024-07-18,11,15,Yes
4361_2,4361,2024-07-19,11,90,No
4362_0,4362,2024-01-15,13,94,No
4362_1,4362,2024-01-16,10,118,No
4362_2,4362,2024-01-17,5,95,No
4363_0,4363,2024-11-15,10,105,No
4363_1,4363,2024-11-16,7,36,No
4363_2,4363,2024-11-17,15,58,Yes
4363_3,4363,2024-11-18,10,22,No
4363_4,4363,2024-11-19,13,62,No
4364_0,4364,2024-01-16,10,117,No
4364_1,4364,2024-01-17,3,109,Yes
4364_2,4364,2024-01-18,5,23,No
4364_3,4364,2024-01-19,3,59,No
4365_0,4365,2024-10-15,14,30,No
4365_1,4365,2024-10-16,7,114,No
4365_2,4365,2024-10-17,1,47,No
4366_0,4366,2024-09-20,6,86,No
4367_0,4367,2024-02-27,12,14,No
4367_1,4367,2024-02-28,8,71,No
4368_0,4368,2024-11-16,15,15,Yes
4368_1,4368,2024-11-17,6,34,No
4368_2,4368,2024-11-18,13,105,No
4368_3,4368,2024-11-19,3,118,No
4368_4,4368,2024-11-20,1,13,No
4369_0,4369,2024-09-08,1,116,No
4370_0,4370,2024-03-22,14,34,Yes
4370_1,4370,2024-03-23,5,11,No
4371_0,4371,2024-01-28,7,77,Yes
4371_1,4371,2024-01-29,4,98,Yes
4372_0,4372,2024-07-17,3,7,No
4373_0,4373,2024-08-03,13,105,No
4373_1,4373,2024-08-04,8,62,No
4374_0,4374,2024-07-11,1,116,No
4374_1,4374,2024-07-12,12,72,Yes
4374_2,4374,2024-07-13,3,12,Yes
4375_0,4375,2024-01-05,9,19,Yes
4375_1,4375,2024-01-06,2,60,No
4376_0,4376,2024-08-24,10,54,No
4376_1,4376,2024-08-25,10,105,No
4376_2,4376,2024-08-26,9,44,Yes
4376_3,4376,2024-08-27,2,13,No
4377_0,4377,2024-01-21,3,54,Yes
4377_1,4377,2024-01-22,2,61,Yes
4377_2,4377,2024-01-23,15,13,No
4378_0,4378,2024-02-24,15,106,No
4378_1,4378,2024-02-25,4,43,No
4378_2,4378,2024-02-26,4,64,No
4378_3,4378,2024-02-27,5,58,No
4378_4,4378,2024-02-28,3,23,No
4379_0,4379,2024-02-20,15,46,No
4379_1,4379,2024-02-21,10,6,Yes
4380_0,4380,2024-06-26,14,99,Yes
4380_1,4380,2024-06-27,11,7,No
4381_0,4381,2024-06-02,6,15,Yes
4381_1,4381,2024-06-03,4,119,No
4381_2,4381,2024-06-04,2,118,Yes
4381_3,4381,2024-06-05,7,105,No
4382_0,4382,2024-03-31,4,112,No
4383_0,4383,2024-12-27,4,39,Yes
4384_0,4384,2024-08-26,10,101,No
4384_1,4384,2024-08-27,9,97,No
4385_0,4385,2024-05-16,4,62,No
4386_0,4386,2024-12-24,7,28,No
4386_1,4386,2024-12-25,1,92,Yes
4386_2,4386,2024-12-26,4,32,No
4386_3,4386,2024-12-27,4,74,No
4387_0,4387,2024-07-19,5,75,No
4387_1,4387,2024-07-20,4,75,No
4387_2,4387,2024-07-21,14,111,No
4387_3,4387,2024-07-22,12,4,Yes
4387_4,4387,2024-07-23,11,100,No
4388_0,4388,2024-02-25,9,9,No
4389_0,4389,2024-02-20,1,80,Yes
4389_1,4389,2024-02-21,13,9,No
4389_2,4389,2024-02-22,2,45,No
4390_0,4390,2024-08-23,9,119,Yes
4390_1,4390,2024-08-24,15,119,No
4390_2,4390,2024-08-25,12,85,No
4391_0,4391,2024-07-14,10,32,Yes
4391_1,4391,2024-07-15,11,89,No
4391_2,4391,2024-07-16,13,110,No
4391_3,4391,2024-07-17,11,43,Yes
4391_4,4391,2024-07-18,10,53,Yes
4392_0,4392,2024-02-05,2,95,No
4392_1,4392,2024-02-06,5,111,No
4393_0,4393,2024-11-19,12,68,No
4393_1,4393,2024-11-20,13,4,No
4393_2,4393,2024-11-21,9,41,Yes
4394_0,4394,2024-02-26,9,112,Yes
4394_1,4394,2024-02-27,15,68,No
4394_2,4394,2024-02-28,6,15,Yes
4395_0,4395,2024-12-09,14,62,No
4395_1,4395,2024-12-10,15,5,Yes
4395_2,4395,2024-12-11,4,87,No
4396_0,4396,2024-09-02,5,64,No
4396_1,4396,2024-09-03,11,44,No
4397_0,4397,2024-04-24,11,68,No
4397_1,4397,2024-04-25,10,37,No
4397_2,4397,2024-04-26,3,112,No
4398_0,4398,2024-09-26,9,23,No
4398_1,4398,2024-09-27,13,114,No
4399_0,4399,2024-03-18,12,96,No
4399_1,4399,2024-03-19,13,32,No
4399_2,4399,2024-03-20,3,24,No
4399_3,4399,2024-03-21,11,72,Yes
4399_4,4399,2024-03-22,11,53,Yes
4400_0,4400,2024-03-11,11,95,No
4400_1,4400,2024-03-12,9,10,No
4401_0,4401,2024-03-31,9,29,Yes
4401_1,4401,2024-04-01,8,47,Yes
4402_0,4402,2024-01-25,13,77,Yes
4402_1,4402,2024-01-26,3,23,No
4402_2,4402,2024-01-27,7,25,No
4402_3,4402,2024-01-28,1,15,No
4402_4,4402,2024-01-29,4,64,No
4403_0,4403,2024-04-17,4,22,Yes
4403_1,4403,2024-04-18,10,40,No
4403_2,4403,2024-04-19,3,47,No
4404_0,4404,2024-08-08,10,93,No
4404_1,4404,2024-08-09,7,30,No
4405_0,4405,2024-07-11,1,17,No
4405_1,4405,2024-07-12,12,7,No
4405_2,4405,2024-07-13,7,45,No
4406_0,4406,2024-03-26,4,116,No
4406_1,4406,2024-03-27,6,72,No
4407_0,4407,2024-02-16,9,14,Yes
4407_1,4407,2024-02-17,15,80,No
4408_0,4408,2024-12-12,12,64,No
4409_0,4409,2024-09-11,12,30,No
4409_1,4409,2024-09-12,9,24,Yes
4409_2,4409,2024-09-13,8,50,No
4409_3,4409,2024-09-14,13,53,No
4409_4,4409,2024-09-15,10,30,No
4410_0,4410,2024-09-28,10,23,Yes
4410_1,4410,2024-09-29,1,27,Yes
4410_2,4410,2024-09-30,10,27,No
4411_0,4411,2024-01-07,7,108,No
4411_1,4411,2024-01-08,10,36,Yes
4411_2,4411,2024-01-09,7,75,No
4411_3,4411,2024-01-10,11,110,No
4412_0,4412,2024-06-24,13,30,No
4413_0,4413,2024-02-25,15,67,Yes
4413_1,4413,2024-02-26,8,2,No
4413_2,4413,2024-02-27,14,114,No
4413_3,4413,2024-02-28,6,5,No
4413_4,4413,2024-02-29,3,75,No
4414_0,4414,2024-05-02,12,3,No
4414_1,4414,2024-05-03,6,71,No
4415_0,4415,2024-06-15,15,64,No
4415_1,4415,2024-06-16,15,4,No
4415_2,4415,2024-06-17,12,91,No
4415_3,4415,2024-06-18,11,15,No
4415_4,4415,2024-06-19,6,103,Yes
4416_0,4416,2024-07-08,6,8,No
4416_1,4416,2024-07-09,7,43,No
4416_2,4416,2024-07-10,2,73,Yes
4416_3,4416,2024-07-11,7,64,Yes
4416_4,4416,2024-07-12,1,54,No
4417_0,4417,2024-01-03,4,76,No
4418_0,4418,2024-09-04,3,91,Yes
4418_1,4418,2024-09-05,10,85,Yes
4418_2,4418,2024-09-06,9,65,No
4418_3,4418,2024-09-07,14,98,No
4419_0,4419,2024-11-24,7,74,No
4419_1,4419,2024-11-25,6,17,No
4419_2,4419,2024-11-26,5,8,Yes
4419_3,4419,2024-11-27,2,73,Yes
4419_4,4419,2024-11-28,3,35,Yes
4420_0,4420,2024-01-19,2,56,No
4420_1,4420,2024-01-20,9,66,No
4420_2,4420,2024-01-21,8,101,Yes
4420_3,4420,2024-01-22,12,86,No
4420_4,4420,2024-01-23,11,110,Yes
4421_0,4421,2024-04-10,3,51,No
4421_1,4421,2024-04-11,4,90,No
4421_2,4421,2024-04-12,1,48,No
4422_0,4422,2024-11-29,2,120,No
4422_1,4422,2024-11-30,11,89,Yes
4422_2,4422,2024-12-01,8,33,No
4423_0,4423,2024-06-04,6,89,Yes
4424_0,4424,2024-07-21,9,52,No
4424_1,4424,2024-07-22,11,34,Yes
4424_2,4424,2024-07-23,10,88,No
4425_0,4425,2024-08-27,3,14,No
4425_1,4425,2024-08-28,4,62,Yes
4426_0,4426,2024-08-22,1,72,Yes
4426_1,4426,2024-08-23,5,22,No
4426_2,4426,2024-08-24,12,102,No
4426_3,4426,2024-08-25,13,26,Yes
4427_0,4427,2024-08-20,10,5,Yes
4428_0,4428,2024-11-29,14,60,No
4428_1,4428,2024-11-30,13,88,No
4428_2,4428,2024-12-01,12,2,Yes
4428_3,4428,2024-12-02,1,10,No
4429_0,4429,2024-02-11,11,98,Yes
4429_1,4429,2024-02-12,4,5,Yes
4429_2,4429,2024-02-13,8,33,No
4430_0,4430,2024-02-20,1,40,Yes
4430_1,4430,2024-02-21,6,5,No
4430_2,4430,2024-02-22,5,17,No
4431_0,4431,2024-12-11,6,13,No
4431_1,4431,2024-12-12,4,59,Yes
4431_2,4431,2024-12-13,7,46,No
4431_3,4431,2024-12-14,3,62,No
4431_4,4431,2024-12-15,4,12,No
4432_0,4432,2024-09-13,12,72,No
4432_1,4432,2024-09-14,11,7,No
4432_2,4432,2024-09-15,2,68,No
4432_3,4432,2024-09-16,5,35,No
4433_0,4433,2024-10-07,8,36,No
4433_1,4433,2024-10-08,8,10,No
4433_2,4433,2024-10-09,15,38,Yes
4434_0,4434,2024-07-07,9,49,Yes
4434_1,4434,2024-07-08,11,33,Yes
4434_2,4434,2024-07-09,3,12,No
4434_3,4434,2024-07-10,6,4,Yes
4435_0,4435,2024-04-04,4,6,No
4435_1,4435,2024-04-05,8,62,No
4435_2,4435,2024-04-06,5,112,Yes
4435_3,4435,2024-04-07,9,9,No
4436_0,4436,2024-09-09,8,78,No
4437_0,4437,2024-07-08,8,53,No
4437_1,4437,2024-07-09,1,32,Yes
4437_2,4437,2024-07-10,2,29,Yes
4437_3,4437,2024-07-11,10,34,Yes
4438_0,4438,2024-05-24,2,106,No
4438_1,4438,2024-05-25,12,83,No
4438_2,4438,2024-05-26,13,108,Yes
4439_0,4439,2024-06-28,15,38,Yes
4439_1,4439,2024-06-29,8,32,Yes
4439_2,4439,2024-06-30,8,54,Yes
4439_3,4439,2024-07-01,10,75,Yes
4439_4,4439,2024-07-02,3,84,Yes
4440_0,4440,2024-04-04,1,6,No
4441_0,4441,2024-06-30,11,92,Yes
4442_0,4442,2024-02-03,10,98,No
4443_0,4443,2024-02-04,5,109,No
4443_1,4443,2024-02-05,7,3,No
4443_2,4443,2024-02-06,14,1,No
4443_3,4443,2024-02-07,14,60,Yes
4443_4,4443,2024-02-08,8,89,No
4444_0,4444,2024-12-31,1,103,No
4444_1,4444,2025-01-01,15,9,No
4444_2,4444,2025-01-02,7,106,No
4445_0,4445,2024-03-12,5,66,No
4445_1,4445,2024-03-13,13,12,Yes
4445_2,4445,2024-03-14,3,84,Yes
4445_3,4445,2024-03-15,15,109,No
4446_0,4446,2024-11-07,1,26,Yes
4446_1,4446,2024-11-08,15,58,No
4446_2,4446,2024-11-09,1,20,No
4447_0,4447,2024-12-05,14,93,Yes
4447_1,4447,2024-12-06,5,1,No
4447_2,4447,2024-12-07,12,3,No
4447_3,4447,2024-12-08,7,107,No
4447_4,4447,2024-12-09,5,50,No
4448_0,4448,2024-09-04,11,29,No
4448_1,4448,2024-09-05,1,58,No
4448_2,4448,2024-09-06,13,69,Yes
4449_0,4449,2024-05-06,2,35,No
4449_1,4449,2024-05-07,15,117,No
4449_2,4449,2024-05-08,10,22,Yes
4449_3,4449,2024-05-09,6,20,No
4449_4,4449,2024-05-10,12,81,Yes
4450_0,4450,2024-04-20,11,68,No
4450_1,4450,2024-04-21,3,9,No
4450_2,4450,2024-04-22,13,46,No
4450_3,4450,2024-04-23,8,68,Yes
4450_4,4450,2024-04-24,10,74,Yes
4451_0,4451,2024-09-02,2,72,No
4451_1,4451,2024-09-03,8,72,No
4451_2,4451,2024-09-04,6,59,No
4451_3,4451,2024-09-05,12,116,No
4451_4,4451,2024-09-06,13,4,No
4452_0,4452,2024-05-09,11,63,No
4452_1,4452,2024-05-10,11,62,No
4453_0,4453,2024-03-08,2,25,Yes
4453_1,4453,2024-03-09,2,71,Yes
4453_2,4453,2024-03-10,5,113,No
4454_0,4454,2024-11-13,10,50,Yes
4454_1,4454,2024-11-14,15,81,Yes
4455_0,4455,2024-11-11,12,90,No
4455_1,4455,2024-11-12,2,117,No
4456_0,4456,2024-11-29,5,10,Yes
4456_1,4456,2024-11-30,13,49,No
4456_2,4456,2024-12-01,3,118,Yes
4456_3,4456,2024-12-02,10,90,No
4457_0,4457,2024-11-28,3,26,No
4457_1,4457,2024-11-29,1,53,No
4457_2,4457,2024-11-30,14,59,No
4457_3,4457,2024-12-01,8,116,No
4458_0,4458,2024-11-09,4,22,Yes
4458_1,4458,2024-11-10,6,25,No
4458_2,4458,2024-11-11,4,111,No
4458_3,4458,2024-11-12,15,108,No
4458_4,4458,2024-11-13,6,32,No
4459_0,4459,2024-02-27,12,95,No
4459_1,4459,2024-02-28,2,107,No
4460_0,4460,2024-06-24,15,1,Yes
4461_0,4461,2024-08-26,7,103,Yes
4461_1,4461,2024-08-27,6,97,No
4461_2,4461,2024-08-28,3,28,No
4462_0,4462,2024-12-04,5,88,No
4462_1,4462,2024-12-05,15,118,No
4462_2,4462,2024-12-06,9,15,Yes
4463_0,4463,2024-10-09,5,4,No
4463_1,4463,2024-10-10,4,1,Yes
4464_0,4464,2024-09-20,15,52,No
4465_0,4465,2024-10-10,6,82,No
4465_1,4465,2024-10-11,11,84,No
4466_0,4466,2024-01-08,1,68,No
4467_0,4467,2024-12-03,11,109,Yes
4467_1,4467,2024-12-04,11,88,Yes
4467_2,4467,2024-12-05,15,45,No
4468_0,4468,2024-06-10,10,16,Yes
4469_0,4469,2024-09-16,10,33,No
4469_1,4469,2024-09-17,12,68,No
4469_2,4469,2024-09-18,3,3,No
4469_3,4469,2024-09-19,9,79,No
4469_4,4469,2024-09-20,1,59,Yes
4470_0,4470,2024-05-14,14,25,Yes
4471_0,4471,2024-05-27,7,23,Yes
4472_0,4472,2024-01-11,13,106,Yes
4472_1,4472,2024-01-12,2,45,No
4472_2,4472,2024-01-13,12,41,Yes
4473_0,4473,2024-04-18,5,47,No
4473_1,4473,2024-04-19,6,31,No
4473_2,4473,2024-04-20,1,25,Yes
4473_3,4473,2024-04-21,6,72,No
4473_4,4473,2024-04-22,7,113,No
4474_0,4474,2024-12-17,9,19,Yes
4475_0,4475,2024-07-21,8,99,No
4475_1,4475,2024-07-22,7,4,No
4475_2,4475,2024-07-23,8,35,No
4475_3,4475,2024-07-24,1,119,No
4475_4,4475,2024-07-25,9,8,No
4476_0,4476,2024-10-14,7,27,No
4476_1,4476,2024-10-15,7,36,No
4476_2,4476,2024-10-16,14,113,No
4476_3,4476,2024-10-17,10,39,No
4476_4,4476,2024-10-18,10,77,No
4477_0,4477,2024-03-08,4,45,Yes
4477_1,4477,2024-03-09,5,94,No
4478_0,4478,2024-06-19,3,70,No
4478_1,4478,2024-06-20,3,2,Yes
4478_2,4478,2024-06-21,3,67,No
4479_0,4479,2024-08-16,11,67,No
4479_1,4479,2024-08-17,11,47,Yes
4480_0,4480,2024-05-18,10,118,No
4480_1,4480,2024-05-19,3,62,Yes
4480_2,4480,2024-05-20,9,114,No
4480_3,4480,2024-05-21,15,5,Yes
4480_4,4480,2024-05-22,3,9,Yes
4481_0,4481,2024-08-21,3,82,No
4482_0,4482,2024-06-09,9,70,No
4482_1,4482,2024-06-10,1,64,No
4482_2,4482,2024-06-11,5,86,No
4483_0,4483,2024-10-04,6,10,No
4483_1,4483,2024-10-05,5,76,No
4484_0,4484,2024-11-14,10,63,Yes
4484_1,4484,2024-11-15,2,19,No
4484_2,4484,2024-11-16,13,118,No
4485_0,4485,2024-08-06,1,36,Yes
4485_1,4485,2024-08-07,2,38,No
4486_0,4486,2024-02-28,15,100,No
4486_1,4486,2024-02-29,9,72,No
4486_2,4486,2024-03-01,8,102,Yes
4486_3,4486,2024-03-02,15,67,No
4487_0,4487,2024-07-22,5,65,No
4487_1,4487,2024-07-23,5,84,No
4487_2,4487,2024-07-24,15,17,No
4488_0,4488,2024-03-20,15,91,No
4489_0,4489,2024-01-23,1,90,No
4489_1,4489,2024-01-24,4,102,No
4490_0,4490,2024-09-21,7,114,No
