BookingID,LeadID,BookingDate,BookingAmount,PaymentStatus
B6699,6699,2024-06-19,14051840.131215118,Partial
B6701,6701,2024-05-27,5577441.560610871,Pending
B6702,6702,2024-10-09,18567208.78639534,Partial
B6706,6706,2024-06-04,11365943.743189942,Partial
B6707,6707,2024-08-20,10921010.200391233,Pending
B6711,6711,2024-03-05,6966342.394954953,Paid
B6714,6714,2024-10-16,12547363.89854694,Pending
B6720,6720,2024-05-06,19612714.04160888,Paid
B6724,6724,2024-03-01,13373672.109617991,Pending
B6735,6735,2024-03-07,14085712.648128003,Partial
B6747,6747,2025-02-03,4022543.372107384,Partial
B6757,6757,2024-02-17,5434815.712169574,Partial
B6769,6769,2024-10-23,14484121.590347659,Pending
B6772,6772,2024-01-20,19876696.052535433,Pending
B6774,6774,2024-02-26,4785220.032836256,Paid
B6780,6780,2024-03-20,17239699.77902996,Partial
B6788,6788,2024-10-17,13760829.515494607,Pending
B6791,6791,2024-05-16,10273853.617508283,Paid
B6792,6792,2024-04-14,21542776.264264148,Partial
B6794,6794,2024-04-15,11781244.549552225,Pending
B6803,6803,2024-08-02,17624063.541666724,Partial
B6814,6814,2024-10-27,4711716.146522302,Partial
B6826,6826,2024-04-28,9688805.973072575,Pending
B6831,6831,2024-06-20,14348886.540506475,Pending
B6832,6832,2024-04-18,6006482.638917747,Partial
B6835,6835,2025-01-01,14356766.511748953,Partial
B6836,6836,2024-09-09,6139016.058674267,Partial
B6848,6848,2024-03-20,20568826.170119513,Paid
B6851,6851,2024-08-20,18493060.883164022,Paid
B6857,6857,2024-04-05,20288068.771618716,Paid
B6860,6860,2024-06-22,13063092.836365461,Paid
B6865,6865,2024-09-25,22313886.59974058,Pending
B6868,6868,2024-05-01,4896381.066145842,Pending
B6870,6870,2024-01-24,12163830.503234817,Pending
B6875,6875,2024-09-30,10070174.407566877,Pending
B6878,6878,2024-11-03,9226410.507255198,Partial
B6900,6900,2025-02-14,14824952.436498947,Pending
B6901,6901,2024-08-27,7634043.22425572,Partial
B6904,6904,2024-06-26,21954874.932494104,Partial
B6906,6906,2024-10-21,19560421.986508798,Paid
B6912,6912,2024-07-12,11858328.188665405,Partial
B6913,6913,2024-03-24,7644168.680069466,Pending
B6926,6926,2024-03-14,16978014.601634044,Paid
B6927,6927,2024-06-26,9568471.60399971,Pending
B6928,6928,2024-06-12,8066828.827022846,Partial
B6933,6933,2024-03-12,10949483.636359079,Partial
B6937,6937,2024-09-08,16359721.219823204,Paid
B6939,6939,2024-06-07,14317580.668243818,Pending
B6951,6951,2024-12-14,4008052.5324167763,Pending
B6956,6956,2024-11-24,18419041.1868515,Pending
B6964,6964,2024-05-19,9214112.786033317,Partial
B6969,6969,2024-11-25,14602496.639948899,Paid
B6972,6972,2024-11-15,16010490.73282014,Pending
B6985,6985,2025-02-11,13505220.253994858,Pending
B6999,6999,2024-10-16,10912436.45025323,Pending
B7007,7007,2024-09-12,3882294.3804300916,Partial
B7013,7013,2024-05-26,15612892.570031816,Pending
B7017,7017,2024-03-12,10314309.414088445,Partial
B7021,7021,2025-01-01,6595260.812825449,Partial
B7025,7025,2024-10-02,5732701.05220364,Partial
B7033,7033,2024-02-16,7084625.654009085,Paid
B7044,7044,2024-12-07,12142013.406752488,Pending
B7052,7052,2024-06-19,19532671.811646793,Partial
B7067,7067,2024-10-30,20491440.821601592,Paid
B7070,7070,2024-12-25,19284467.272126462,Partial
B7074,7074,2024-02-22,7474684.184843786,Paid
B7075,7075,2024-10-25,6302285.168684865,Partial
B7077,7077,2024-03-16,15074691.22659316,Partial
B7079,7079,2024-09-01,11211092.694134673,Paid
B7086,7086,2024-07-20,16956331.58688769,Partial
B7103,7103,2024-05-02,14935223.055060236,Paid
B7113,7113,2024-02-10,12274820.813120851,Paid
B7120,7120,2024-03-26,18762020.44959459,Partial
B7144,7144,2024-11-06,4093472.361824023,Paid
B7155,7155,2024-12-13,9956661.499036176,Partial
B7158,7158,2024-04-13,11110563.373159967,Partial
B7159,7159,2024-10-03,21978261.355845597,Partial
B7168,7168,2024-05-14,3978179.354334617,Partial
B7177,7177,2024-10-25,16080739.951721095,Pending
B7190,7190,2024-11-11,20801221.540206708,Partial
B7193,7193,2025-01-26,9363232.611073498,Paid
B7194,7194,2025-01-08,19401287.47936806,Pending
B7196,7196,2024-11-20,7399855.899941322,Paid
B7197,7197,2024-06-08,17581553.226797268,Partial
B7200,7200,2024-08-11,10403803.412118563,Partial
B7205,7205,2024-01-25,17621792.315679163,Partial
B7207,7207,2024-08-31,16676376.10589005,Partial
B7214,7214,2024-11-06,14589135.19912785,Partial
B7225,7225,2024-03-19,13316960.56232629,Pending
B7232,7232,2024-12-05,9854948.326366674,Paid
B7239,7239,2025-01-09,11944135.99074783,Partial
B7244,7244,2024-03-21,5833423.859068302,Partial
B7245,7245,2025-02-24,13211356.70381739,Pending
B7260,7260,2024-04-02,8917516.248693496,Partial
B7279,7279,2024-06-17,9808978.517605824,Paid
B7297,7297,2024-03-13,22925702.619545575,Pending
B7310,7310,2024-05-22,3566912.223720122,Partial
B7318,7318,2024-07-11,18112210.233549416,Partial
B7343,7343,2024-11-01,6967659.339781054,Paid
B7346,7346,2024-03-08,15846559.110365797,Pending
B7359,7359,2024-03-19,17955368.857150637,Partial
B7368,7368,2024-10-28,17644599.908050917,Paid
B7376,7376,2024-02-17,13836453.835904092,Partial
B7379,7379,2024-09-04,10653978.600341702,Pending
B7410,7410,2024-03-15,22537789.338825725,Pending
B7419,7419,2024-11-12,6267865.752351003,Paid
B7425,7425,2024-11-26,3712553.7079816624,Paid
B7433,7433,2024-12-13,11569765.39757047,Partial
B7442,7442,2024-05-28,6978660.173517731,Pending
B7456,7456,2024-12-04,10900005.095425596,Paid
B7459,7459,2025-02-03,10722798.587185083,Partial
B7464,7464,2025-01-17,6918578.141856504,Pending
B7468,7468,2024-03-10,15833836.204504155,Paid
B7471,7471,2024-05-13,11382184.330624903,Partial
B7481,7481,2024-12-20,13050544.465559138,Paid
B7485,7485,2024-03-12,9235144.036000896,Paid
B7497,7497,2024-05-16,7960079.0331024695,Paid
B7500,7500,2024-11-03,14834583.900730524,Partial
B7501,7501,2024-12-23,15041937.916067066,Paid
B7507,7507,2025-01-16,6016216.572636588,Paid
B7509,7509,2024-09-30,11916522.871955551,Pending
B7512,7512,2024-01-15,10471345.472793141,Partial
B7520,7520,2024-06-01,7369918.895074782,Pending
B7539,7539,2024-03-18,8832056.355176158,Pending
B7541,7541,2024-04-15,14182872.97992322,Partial
B7544,7544,2024-10-10,8847855.532247715,Paid
B7546,7546,2024-07-13,9657303.850800712,Paid
B7556,7556,2024-11-18,9731379.067330586,Partial
B7568,7568,2024-11-13,17588078.720410973,Pending
B7596,7596,2025-01-03,9585075.516236294,Paid
B7600,7600,2024-10-15,17635585.87904528,Pending
B7607,7607,2024-03-06,21240098.33476842,Paid
B7610,7610,2024-08-10,14761597.281913418,Pending
B7611,7611,2024-06-01,17724260.38928245,Partial
B7613,7613,2024-06-07,14474835.709889477,Paid
B7617,7617,2024-02-22,17418013.367543634,Paid
B7619,7619,2024-09-19,16889761.06020906,Partial
B7623,7623,2024-09-04,15934622.865332462,Paid
B7638,7638,2025-01-09,5413863.226654854,Partial
B7663,7663,2024-05-05,18744574.231097158,Pending
B7671,7671,2024-12-16,19277885.75607483,Pending
B7673,7673,2025-02-15,19692662.35994564,Partial
B7676,7676,2024-09-28,15482845.050321406,Pending
B7679,7679,2024-08-14,13411847.361702036,Paid
B7710,7710,2024-12-22,14378975.118481593,Paid
B7726,7726,2024-09-29,16492126.277473694,Paid
B7731,7731,2024-07-16,12885555.464861833,Paid
B7750,7750,2024-11-10,16864822.4499034,Paid
B7751,7751,2024-07-24,11892696.217383476,Partial
B7764,7764,2024-03-29,9467964.776148051,Paid
B7777,7777,2024-11-19,7294301.0314122345,Paid
B7779,7779,2024-02-07,21474454.01816113,Pending
B7783,7783,2024-01-25,18903018.547199424,Pending
B7797,7797,2024-02-28,7771083.423911073,Partial
B7802,7802,2024-07-15,12825577.615093533,Paid
B7803,7803,2024-10-12,9958983.95415279,Paid
B7807,7807,2024-05-12,17908078.71366057,Paid
B7810,7810,2024-07-03,17927112.366955496,Partial
B7811,7811,2024-02-29,7249004.93482321,Paid
B7822,7822,2024-07-18,6640820.200070006,Paid
B7832,7832,2024-12-16,7267720.948233265,Paid
B7838,7838,2024-07-06,5212382.895670013,Paid
B7849,7849,2024-10-11,11045457.582041515,Pending
B7856,7856,2024-02-27,6988265.189626147,Pending
B7865,7865,2024-06-07,15164601.701152816,Pending
B7866,7866,2024-09-20,11929295.74369529,Pending
B7869,7869,2024-01-26,14397825.156615708,Pending
B7873,7873,2024-10-20,10094101.322491007,Paid
B7874,7874,2024-06-11,20554393.24588643,Partial
B7880,7880,2024-01-12,10425354.22873431,Pending
B7886,7886,2024-03-26,19692676.616424967,Pending
B7889,7889,2024-05-12,7590731.043667059,Paid
B7890,7890,2024-08-30,19018180.178744696,Pending
B7899,7899,2024-10-17,8746958.559164202,Paid
B7902,7902,2024-06-29,4256442.91646366,Partial
B7915,7915,2024-09-08,8282133.787637441,Partial
B7917,7917,2024-08-08,4800389.8599948445,Partial
B7924,7924,2024-11-02,16737964.048452683,Pending
B7926,7926,2025-01-12,9830943.047328284,Paid
B7953,7953,2024-04-01,3858788.4836441493,Pending
B7954,7954,2024-02-24,4660690.2959986655,Partial
B7959,7959,2024-06-04,7970390.9992791535,Pending
B7960,7960,2024-11-10,13361815.279167837,Pending
B7975,7975,2024-08-28,19531452.49181932,Partial
B7987,7987,2024-01-18,17417084.76922428,Pending
B7989,7989,2024-12-26,18879494.15184231,Paid
B7996,7996,2024-10-01,16692641.279430179,Paid
B8001,8001,2024-08-24,16030462.360253414,Partial
B8004,8004,2025-01-15,16494878.713343028,Paid
B8010,8010,2024-06-22,10416451.25804043,Paid
B8024,8024,2024-06-08,10265180.21523688,Paid
B8026,8026,2024-05-20,20443650.87700625,Paid
B8033,8033,2024-07-25,6967113.936017593,Pending
B8041,8041,2024-01-15,13119543.828264473,Partial
B8042,8042,2024-11-25,5917182.11735327,Paid
B8044,8044,2024-11-02,16733265.644535782,Paid
B8056,8056,2024-09-25,8832809.340460686,Pending
B8060,8060,2024-03-20,21373874.6720211,Partial
B8061,8061,2024-12-09,13719158.500695031,Partial
B8067,8067,2024-05-21,17987240.517519034,Partial
B8071,8071,2024-12-27,7403123.4297883315,Partial
B8074,8074,2025-01-23,13787950.48704189,Pending
B8075,8075,2024-03-16,7487036.537227844,Paid
B8082,8082,2024-05-18,18727129.8013083,Paid
B8088,8088,2024-08-01,16443860.521179533,Partial
B8093,8093,2024-03-03,13081625.83067354,Partial
B8104,8104,2024-11-09,12107086.872041516,Pending
B8105,8105,2025-01-06,9124326.161666915,Partial
B8109,8109,2024-11-30,18782997.737130776,Paid
B8113,8113,2024-10-21,12680700.405569458,Pending
B8117,8117,2024-09-29,11774400.98789939,Paid
B8120,8120,2024-06-27,13494861.991240814,Pending
B8126,8126,2024-05-19,14687275.958652629,Partial
B8128,8128,2025-02-24,8083307.557171138,Partial
B8130,8130,2024-09-11,16160120.627545025,Partial
B8148,8148,2024-06-06,17626086.105556447,Pending
B8151,8151,2024-12-22,3176729.060339332,Paid
B8154,8154,2024-07-19,6371953.09250369,Pending
B8155,8155,2024-11-29,10192624.043444606,Paid
B8165,8165,2024-03-27,15292185.782141134,Pending
B8168,8168,2024-12-15,11578031.49087741,Partial
B8173,8173,2024-05-30,14658235.822316865,Pending
B8181,8181,2024-07-09,9556548.951619502,Pending
B8188,8188,2024-09-15,8509972.869837625,Paid
B8200,8200,2024-12-29,18421293.397109367,Paid
B8205,8205,2024-11-24,9855886.276801186,Pending
B8211,8211,2024-11-19,16680471.136966508,Paid
B8213,8213,2024-12-04,13073729.402257636,Pending
B8222,8222,2024-09-08,18999903.34572065,Pending
B8225,8225,2025-01-30,9471605.931700379,Paid
B8229,8229,2024-11-04,10332654.037886068,Partial
B8245,8245,2024-12-02,11352031.524156388,Partial
B8247,8247,2024-12-28,19907713.33428015,Paid
B8248,8248,2024-07-20,12776747.2891714,Pending
B8258,8258,2024-12-30,13841853.068697795,Paid
B8259,8259,2024-02-01,4581251.163436434,Pending
B8268,8268,2024-04-03,15185349.726860432,Pending
B8271,8271,2024-08-17,10237498.94886097,Paid
B8273,8273,2024-01-28,7262370.917951362,Paid
B8276,8276,2024-04-04,20019183.695622798,Partial
B8279,8279,2024-12-13,13873501.078411585,Paid
B8283,8283,2025-01-03,7179734.134585326,Partial
B8298,8298,2024-09-04,5569752.063816189,Paid
B8308,8308,2024-11-18,16933656.261665896,Pending
B8309,8309,2024-11-22,21542167.042375114,Paid
B8312,8312,2024-05-11,10640536.930450736,Paid
B8324,8324,2024-08-09,12104363.502484413,Partial
B8326,8326,2024-08-30,10800072.094667949,Pending
B8335,8335,2024-09-18,12358397.743476521,Partial
B8349,8349,2024-09-23,18185557.380262528,Paid
B8362,8362,2024-03-13,10183457.169738889,Partial
B8363,8363,2024-12-23,14671406.771666626,Partial
B8364,8364,2024-09-07,18592505.621997364,Paid
B8365,8365,2024-12-11,4416311.757426933,Paid
B8366,8366,2024-09-15,4888901.419723592,Pending
B8367,8367,2024-04-01,4704727.5663038865,Pending
B8378,8378,2024-11-18,10465088.36761031,Partial
B8380,8380,2024-09-01,16964119.124240182,Partial
B8391,8391,2025-02-21,8835475.023814555,Paid
B8397,8397,2024-07-09,5267618.3097336795,Paid
B8421,8421,2024-03-06,12775185.887111166,Pending
B8423,8423,2025-01-02,16557470.495599898,Pending
B8435,8435,2024-07-08,17179697.82943909,Pending
B8440,8440,2024-07-08,14791018.825226963,Paid
B8442,8442,2024-04-17,15560697.984438691,Pending
B8448,8448,2024-07-26,14033014.736899013,Pending
B8458,8458,2024-10-23,19484111.626422957,Pending
B8459,8459,2024-04-20,21102732.718083855,Paid
B8460,8460,2024-11-01,13073066.51533446,Paid
B8481,8481,2024-07-12,13104499.553328365,Pending
B8489,8489,2024-11-15,4298658.830882271,Partial
B8494,8494,2025-01-28,3564589.780627059,Pending
B8499,8499,2024-05-18,18362413.78686553,Partial
B8512,8512,2024-11-21,7199442.138214361,Paid
B8518,8518,2024-09-12,4331933.240460308,Partial
B8520,8520,2024-08-22,22345132.531442497,Pending
B8524,8524,2024-06-30,9817906.5754352,Pending
B8526,8526,2024-06-14,22067138.026844062,Paid
B8538,8538,2025-01-10,19584540.40819532,Paid
B8547,8547,2024-07-01,4485563.108241767,Pending
B8549,8549,2024-03-26,9887942.962184057,Pending
B8550,8550,2024-08-31,9954356.456973605,Paid
B8561,8561,2024-03-30,10451633.06911869,Partial
B8562,8562,2024-02-08,13523150.68553336,Partial
B8574,8574,2024-03-12,14699274.138254784,Partial
B8595,8595,2024-01-12,19582655.368817423,Pending
B8598,8598,2024-07-08,20039318.169870034,Pending
B8607,8607,2025-01-13,19696804.956330996,Partial
B8628,8628,2024-06-06,8920685.919329891,Pending
B8632,8632,2024-04-18,3036328.791024292,Partial
B8633,8633,2024-08-12,15236018.997637987,Pending
B8638,8638,2024-11-17,18650522.243386474,Pending
B8647,8647,2024-05-15,18337029.645529047,Partial
B8650,8650,2024-09-02,5614514.734184793,Partial
B8653,8653,2024-05-26,19060043.155963663,Partial
B8657,8657,2024-08-01,11501493.37078944,Paid
B8660,8660,2024-05-31,11301110.551732032,Partial
B8666,8666,2025-01-07,16344493.993125683,Pending
B8670,8670,2024-12-23,7011114.63659525,Pending
B8672,8672,2024-06-01,4263405.202991714,Partial
B8689,8689,2024-09-16,18385398.239116523,Partial
B8692,8692,2024-07-11,16153314.08680167,Paid
B8699,8699,2024-10-05,12763186.919371806,Partial
B8718,8718,2024-11-20,10154336.84789179,Paid
B8721,8721,2024-05-08,10277308.900308443,Pending
B8734,8734,2025-01-04,8981958.82145826,Pending
B8746,8746,2024-07-09,10780041.37129894,Partial
B8752,8752,2024-12-17,14529087.89880881,Paid
B8758,8758,2024-03-01,17333969.265902225,Partial
B8781,8781,2025-01-30,13060154.56955034,Paid
B8799,8799,2024-12-29,15006917.895143805,Paid
B8803,8803,2024-04-02,14950350.757355405,Pending
B8815,8815,2024-11-19,9449742.275483517,Pending
B8818,8818,2025-01-12,15861686.149819644,Partial
B8825,8825,2024-08-13,13529539.62972986,Partial
B8828,8828,2025-01-09,11641555.526359778,Paid
B8830,8830,2024-03-03,5105562.777644524,Pending
B8839,8839,2024-03-21,12801373.679962192,Paid
B8842,8842,2024-12-29,12228677.530464733,Pending
B8843,8843,2024-08-07,11279544.44883099,Pending
B8848,8848,2024-08-19,8066234.206852582,Paid
B8849,8849,2025-01-24,6201078.961543886,Pending
B8852,8852,2024-06-10,7944709.62982508,Paid
B8858,8858,2025-01-16,3062996.1395619186,Paid
B8876,8876,2024-06-12,16836230.466284923,Pending
B8880,8880,2024-12-01,14518857.631124793,Paid
B8881,8881,2024-05-17,21533326.553836614,Partial
B8882,8882,2024-08-05,6708981.456943865,Partial
B8889,8889,2024-02-23,4109161.9377679764,Partial
B8890,8890,2024-11-30,10038934.420395115,Partial
B8891,8891,2025-01-08,17004891.099104974,Partial
B8902,8902,2024-07-30,9508103.139874257,Partial
B8904,8904,2024-05-05,17661243.801062483,Pending
B8905,8905,2024-09-26,11657322.325142326,Paid
B8906,8906,2024-06-09,17287197.907107674,Paid
B8907,8907,2024-11-03,10138065.27929058,Pending
B8914,8914,2024-12-14,7873045.011246984,Pending
B8917,8917,2024-06-25,20718450.04883304,Partial
B8929,8929,2025-01-21,16021045.65615841,Partial
B8931,8931,2024-12-26,12026211.486545369,Partial
B8939,8939,2024-04-23,15675863.934998903,Paid
B8944,8944,2024-07-28,16087937.078035032,Partial
B8945,8945,2024-07-24,20896178.061636083,Pending
B8948,8948,2024-09-27,13305496.873293,Paid
B8949,8949,2024-11-25,22850024.262788724,Paid
B8960,8960,2024-02-07,7763467.431897208,Pending
B8961,8961,2024-05-31,4927043.623747486,Paid
B8965,8965,2024-06-24,22896979.852815893,Paid
B8968,8968,2024-08-16,22219781.132344052,Pending
B8972,8972,2024-03-17,21064790.87195362,Pending
B8980,8980,2024-10-30,18276949.085440297,Pending
B8982,8982,2025-01-04,13652944.921278061,Pending
B8990,8990,2024-07-24,7629412.159011818,Partial
B8996,8996,2024-08-06,15003393.4389592,Partial
B9000,9000,2024-05-25,17825433.026482634,Partial
B9001,9001,2024-08-20,11727116.02478106,Partial
B9002,9002,2024-05-17,6824848.363690354,Pending
B9006,9006,2024-09-19,17936595.381725475,Paid
B9008,9008,2024-12-18,19073216.691517368,Paid
B9009,9009,2024-06-06,10467419.62456952,Partial
B9016,9016,2024-08-16,21475441.26377522,Pending
B9025,9025,2024-08-26,11834106.762038793,Partial
B9026,9026,2024-09-09,5493341.104157738,Pending
B9027,9027,2024-09-06,21983708.33262308,Paid
B9033,9033,2024-04-25,7903772.155601007,Paid
B9045,9045,2024-03-18,6413608.985520615,Partial
B9067,9067,2024-10-21,8555962.703859232,Paid
B9069,9069,2024-02-22,8135163.4979900075,Pending
B9104,9104,2024-03-28,12591570.147598779,Paid
B9109,9109,2024-02-18,11118817.059980955,Pending
B9110,9110,2024-04-15,17625718.712795556,Partial
B9111,9111,2024-07-14,7729104.538326143,Pending
B9137,9137,2024-12-30,16650275.377547499,Partial
B9142,9142,2024-08-15,13631976.766196433,Paid
B9147,9147,2024-08-23,6149458.606541747,Pending
B9148,9148,2024-11-26,16840517.945342932,Partial
B9152,9152,2024-06-24,13187715.739791725,Pending
B9154,9154,2024-08-08,5724022.17947559,Partial
B9160,9160,2024-03-01,16124328.342112875,Paid
B9163,9163,2024-04-27,17460955.519055855,Pending
B9164,9164,2024-10-01,5690089.493296871,Partial
B9181,9181,2024-09-13,19555440.154958088,Partial
B9183,9183,2024-06-06,13122005.081712719,Pending
B9196,9196,2024-01-16,5919577.674495767,Pending
B9207,9207,2024-11-04,16524890.645938152,Partial
B9210,9210,2024-05-26,11383459.831938537,Pending
B9211,9211,2024-08-25,19555453.029403053,Partial
B9222,9222,2024-08-14,14337576.702642726,Paid
B9224,9224,2024-05-19,18501573.880458195,Pending
B9230,9230,2024-09-24,12986680.727895781,Partial
B9232,9232,2025-01-04,16867547.530364506,Paid
B9235,9235,2024-02-27,5834294.096942215,Partial
B9237,9237,2024-11-23,17185534.058034115,Paid
B9241,9241,2024-11-20,11168127.463001221,Pending
B9248,9248,2024-10-16,11121946.374529075,Pending
B9251,9251,2024-07-04,16781067.042122833,Pending
B9263,9263,2024-04-27,16837945.772853583,Partial
B9264,9264,2024-06-07,5840597.855208511,Paid
B9278,9278,2025-01-08,17282569.441555906,Partial
B9283,9283,2024-05-25,12032024.601571988,Partial
B9287,9287,2024-12-03,5592712.664989424,Partial
B9293,9293,2024-10-16,20942881.93346673,Partial
B9303,9303,2024-11-12,14090943.7925539,Pending
B9311,9311,2024-08-19,17414778.849852603,Paid
B9313,9313,2024-02-19,11631240.856922515,Partial
B9317,9317,2024-02-10,13651656.547058038,Partial
B9323,9323,2024-01-15,21084944.628632057,Paid
B9327,9327,2024-02-22,13051183.950060457,Pending
B9334,9334,2024-01-24,20793569.38271036,Partial
B9336,9336,2024-09-10,5824868.499655194,Paid
B9339,9339,2024-03-21,9660897.589317195,Partial
B9349,9349,2024-02-28,15564325.808443185,Paid
B9367,9367,2024-07-04,6120644.469377574,Pending
B9373,9373,2024-02-26,22800122.52329823,Partial
B9374,9374,2024-03-03,6428050.886631936,Partial
B9401,9401,2024-10-09,12611665.985115198,Partial
B9405,9405,2024-06-05,10724735.869288605,Pending
B9406,9406,2024-08-12,18601255.08606454,Paid
B9407,9407,2025-01-17,5621152.180572632,Paid
B9417,9417,2024-02-10,21512519.53862105,Paid
B9420,9420,2024-02-07,6002484.751737832,Pending
B9421,9421,2024-07-03,3080363.3976916266,Pending
B9433,9433,2024-01-11,5141211.408157537,Partial
B9437,9437,2024-09-23,6306247.694706196,Paid
B9438,9438,2024-12-26,13282015.402657283,Pending
B9442,9442,2024-01-30,12512931.10748116,Paid
B9444,9444,2024-03-31,19783570.71794652,Pending
B9454,9454,2024-08-11,19901288.568565417,Paid
B9467,9467,2024-03-29,6884518.550682093,Paid
B9468,9468,2024-02-10,8813483.446212566,Partial
B9475,9475,2024-12-29,15433089.768715676,Paid
B9485,9485,2024-03-16,6434552.7230891,Pending
B9486,9486,2025-01-21,5208709.653745899,Paid
B9502,9502,2024-07-18,16310283.671000788,Pending
B9515,9515,2024-06-24,11885677.295618806,Pending
B9519,9519,2024-11-19,16703939.254793629,Partial
B9520,9520,2024-02-24,9114792.31675712,Paid
B9528,9528,2024-11-03,16622174.867353851,Partial
B9529,9529,2024-02-04,14220219.058342852,Paid
B9568,9568,2024-11-09,10876160.923606697,Paid
B9573,9573,2025-02-14,18566183.1176769,Pending
B9585,9585,2024-08-19,6165646.208252528,Paid
B9588,9588,2024-05-02,3121594.5075906655,Paid
B9592,9592,2025-01-13,14131910.840650516,Partial
B9595,9595,2024-06-06,13598816.788084889,Pending
B9597,9597,2024-06-02,3491825.2461713953,Pending
B9605,9605,2025-01-10,3998539.571705961,Partial
B9610,9610,2024-09-26,17590856.63096043,Paid
B9616,9616,2024-02-10,4996080.442571846,Partial
B9621,9621,2024-04-04,17687720.796332177,Partial
B9623,9623,2024-06-03,3694541.1896349406,Partial
B9630,9630,2025-02-06,3693812.9478555736,Partial
B9631,9631,2024-10-27,10723586.811230129,Partial
B9640,9640,2024-01-31,18377693.03330777,Partial
B9648,9648,2024-09-25,14744104.652765257,Paid
B9656,9656,2024-08-03,19794388.63788558,Pending
B9659,9659,2024-02-05,15635486.116008813,Pending
B9665,9665,2024-10-28,12719624.211169234,Partial
B9667,9667,2024-09-14,6675735.665765233,Paid
B9673,9673,2024-01-17,11253644.850866321,Pending
B9679,9679,2024-07-19,18980499.20515178,Pending
B9680,9680,2025-01-26,7125175.182310808,Partial
B9682,9682,2024-11-05,14779455.565093005,Paid
B9684,9684,2024-09-14,7580690.868703302,Paid
B9688,9688,2024-08-08,14148415.998046234,Paid
B9693,9693,2024-11-28,11446605.090018066,Partial
B9699,9699,2024-07-19,9807700.099097472,Paid
B9709,9709,2024-12-24,13992004.34473925,Paid
B9712,9712,2024-07-05,15494553.966847707,Pending
B9721,9721,2024-10-19,4713500.379108394,Pending
B9722,9722,2024-03-31,15383207.344250845,Paid
B9725,9725,2024-06-29,9648304.165369868,Partial
B9731,9731,2024-09-06,17801485.173777707,Pending
B9734,9734,2024-06-25,8577174.203364106,Pending
B9738,9738,2024-05-06,13043924.798400145,Paid
B9751,9751,2024-02-15,18019272.88718249,Pending
B9759,9759,2024-06-28,12621474.292500617,Paid
B9775,9775,2025-01-13,18890072.872541197,Paid
B9779,9779,2024-07-07,20399333.78209199,Paid
B9789,9789,2024-11-30,14764517.657962931,Paid
B9797,9797,2024-09-10,15095195.946202645,Pending
B9802,9802,2024-10-31,16988212.32715205,Paid
B9807,9807,2024-06-17,11780612.11818628,Pending
B9825,9825,2024-12-01,15780718.87721203,Partial
B9827,9827,2024-08-27,12096104.597919751,Paid
B9828,9828,2024-02-18,16840518.789115153,Paid
B9831,9831,2024-06-03,21923511.33290949,Paid
B9835,9835,2024-06-08,12431537.875117445,Paid
B9849,9849,2024-02-16,3594239.76602356,Partial
B9876,9876,2024-07-23,18176454.30169106,Paid
B9878,9878,2024-07-30,17358257.439897172,Pending
B9887,9887,2024-02-26,17779703.768632445,Paid
B9892,9892,2024-07-30,6965891.87610216,Partial
B9897,9897,2024-12-14,18414698.892309394,Paid
B9903,9903,2024-05-29,5858084.264860795,Partial
B9913,9913,2024-10-08,12398318.2419138,Paid
B9920,9920,2024-03-11,16972097.88647864,Paid
B9922,9922,2024-10-06,6082960.850204568,Pending
B9923,9923,2024-12-17,17708781.03644449,Pending
B9934,9934,2024-09-19,8668381.323886847,Paid
B9938,9938,2024-03-16,16361257.190336147,Pending
B9942,9942,2024-05-21,4685117.746319547,Paid
B9943,9943,2024-01-31,18555413.207805246,Paid
B9945,9945,2024-05-14,21393796.760383487,Pending
B9946,9946,2024-04-14,9942141.83013967,Pending
B9947,9947,2024-03-24,15955009.179106936,Paid
B9956,9956,2024-08-15,12971167.025912164,Pending
B9983,9983,2024-09-23,5097722.538246248,Partial
B9984,9984,2024-05-14,4513093.71580805,Pending
B9988,9988,2024-11-29,12723184.741726454,Pending
B10000,10000,2024-08-07,9978082.072461138,Pending
